name,artistID,weight
Vermillion Lies,8223,1542
Copacabana Club,5544,1542
Shadow Project,1217,1542
James Taylor,9433,1541
Padla Bear Outfit,14049,1541
Sunn O))),1229,1540
Color Theory,6926,1539
Calle 13,5239,1538
Phone Trio,10798,1538
Peeping Tom,2484,1534
Eloy,7791,1534
Duane Allman,8113,1533
Omega Lithium,3547,1530
Freak Kitchen,11516,1530
Saurom,9746,1530
\Eminem f_ Rihanna,18134,1530
Little Dragon,6345,1530
Alcest,4611,1528
Scarling.,3556,1528
David Vendetta,7293,1527
David Holmes,7128,1526
Ney Matogrosso,1756,1525
Replikas,8429,1525
Nancy Sinatra,5257,1524
Nerdette,15094,1524
Rasputina,5421,1524
The Toy Dolls,10127,1524
Matt Uelmen,5792,1524
Alexia,3953,1522
The Suicide Machines,4198,1522
Doppelganger,18630,1521
Iron Fire,1340,1521
100 Bitches,4246,1519
Reaper,49,1519
Grupo Bom Gosto,12790,1518
E-Rotic,3955,1518
이효리,2800,1517
Gramofocas,4164,1516
Air Traffic,10327,1515
Lamb,4113,1515
Styx,2569,1514
"Lee ""Scratch"" Perry",3147,1514
Aira Mitsuki,2095,1514
A Hope For Home,6015,1513
S,12022,1512
Michael Nyman,7096,1512
Blaqk Audio,6547,1511
Public Image Ltd.,2488,1511
Bill Frisell,12111,1510
Doris Day,10628,1510
Virgin,4568,1510
Hans Zimmer & James Newton Howard,6540,1509
Caustic,16897,1509
Birds of Tokyo,13377,1508
Fountains of Wayne,7406,1507
Metal Church,8386,1506
Ambulance LTD,5546,1505
Chinawoman,4047,1502
Nate Dogg,2241,1501
B1A4,11687,1501
Midnight Oil,1884,1499
Cock Sparrer,6195,1499
Brothers of Brazil,1644,1498
Amy Grant,3761,1498
Biosphere,3520,1498
Ion Dissonance,4021,1495
А. Сапковский,7714,1494
Last Days of Humanity,8515,1494
Marty Friedman,7902,1494
Richie Hawtin,14760,1493
Hem,5662,1493
Zielone Żabki,3664,1493
Oh No Oh My,3203,1493
Milk Inc.,2934,1493
Tankard,1523,1492
Anthony Callea,13549,1492
Philipp Poisel,15292,1492
Koniec Świata,3679,1491
Tolerância Zero,17226,1490
I:Scintilla,6548,1490
Ibens,8499,1488
The Medic Droid,1674,1488
Meredith Andrews,14043,1487
Lisa Mitchell,14445,1486
Miami Horror,5154,1486
Expose,18283,1485
Joe Pug,8125,1485
Nosowska,4570,1485
Kambodge,6440,1484
Tardiss,9337,1483
Misericordiam,1566,1483
Kaki King,8267,1483
Jimmy Buffett,15027,1482
Drive,6794,1482
Let's Get It,6611,1481
UB40,2609,1481
Heavy Heavy Low Low,4101,1480
Saving Jane,6233,1480
Motel,1656,1480
Kid Koala,5028,1480
The Tallest Man on Earth,442,1478
The Big Cats,17287,1477
The Rubyz,5033,1477
Natalie Portman's Shaved Head,13008,1476
F.T Island,2798,1476
Circus Bon Voyage,14587,1475
Jag Panzer,1355,1475
Finntroll,3660,1474
Minutemen,10848,1474
Freddie King,8114,1473
Daphne Loves Derby,16002,1473
Shawn Lee's Ping Pong Orchestra,1849,1472
Maxwell,247,1472
Faun,7412,1472
Obtest,8323,1472
Glass Vaults,9202,1471
Cem Karaca,2314,1471
Naked City,1221,1471
Dr. Horrible Cast,9080,1470
Estelle,8067,1469
Joel Goldsmith,6398,1469
Squartet,4639,1467
Zero Assoluto,9743,1467
Jimmy Barnes,6399,1465
손담비,2804,1464
James LaBrie,13211,1464
Meat Puppets,7407,1463
Jesu,751,1463
Braid,2294,1463
Neaera,2378,1462
Calyx & Teebee,5061,1461
Amžius,8322,1461
F.L.A.B,5017,1461
The Detroit Cobras,573,1461
New York Dolls,4807,1460
Sunny Day Real Estate,8461,1460
Darius Rucker,8738,1459
Eric Serra,4928,1459
The Foreign Exchange,6322,1459
Bebel Gilberto,10918,1459
Patti Page,7677,1458
장근석,11688,1458
A1,13266,1458
Hangar,927,1457
Strachy Na Lachy,3683,1456
Ignite,827,1455
Arcanum,3103,1453
CPM 22 -  MTV AO VIVO,9854,1452
Marina Łuczenko,4765,1451
Diane Birch,11240,1451
Soundtrack,1740,1451
Gotthard,713,1450
Moist,16586,1450
Cold War Kids,4089,1449
Fito Páez,5238,1449
Electric Dragon,2720,1449
Me and My Dick Cast,12210,1449
Blueboy,8867,1448
Naked Eyes,2937,1447
Big Star,9825,1447
Jorge Ben,11935,1447
Jaheim,11076,1447
Liv Kristine,4147,1446
No-Man,3421,1446
Karl Jenkins,13371,1445
Get Cape. Wear Cape. Fly,7323,1445
Arabesque,6705,1445
X-Clan,6323,1444
Anamanaguchi,8403,1444
Elvenking,4335,1444
김종국,368,1444
Natasha St-Pier,8290,1443
Hanna Pakarinen,6862,1443
Ryan Molloy,15804,1443
Jamal,1056,1443
Anna Nicole Smith,6702,1442
AYABIE,1915,1442
Tame Impala,4448,1441
Sambassadeur,8493,1441
James Newton Howard,12288,1440
Zumbis do Espaço,10124,1440
Steps,14516,1439
The Sleepy Jackson,16679,1439
Hex Rx,14287,1438
Kazik,3625,1438
Faith and the Muse,8369,1437
Kutup Yıldızı,13984,1436
Rockabye Baby!,8772,1436
Mortal Love,14121,1436
Tego Calderon,13303,1436
Les Baxter,13913,1433
Deez Nuts,4947,1433
Warrant,2859,1432
Unwritten Law,5784,1432
Barış Güney,8426,1432
Jon Kennedy,9361,1432
Francis Dunnery,3935,1432
Crystal Kay,3484,1431
All Saints,4705,1431
Art Brut,448,1431
RAF Camora,10874,1431
Beautiful Small Machines,10020,1430
Fireworks,9794,1430
Rivulets,17304,1430
Plan B,7326,1429
The Enemy,1516,1429
Christopher Von Uckermann,1430,1429
Switchblade Symphony,9144,1429
Jesse & Joy,3073,1428
Davichi,8653,1426
Би-2,3047,1426
Caspian,4232,1425
Ferras,5684,1424
Billy Ocean,11336,1424
Soularis,6841,1423
Corpus Christi,817,1423
Gang Gang Dance,11464,1422
Honest Bob and the Factory-to-Dealer Incentives,17742,1422
Melanie Fiona,8605,1421
Murcof,10516,1421
Chris Cagle,3592,1421
Pleymo,8726,1420
Primordial,3782,1418
Imperative Reaction,4874,1418
R. Kelly,9907,1417
Richard Marx,268,1417
Suicide,2480,1416
Rosie and Me,17535,1415
P. Diddy,2905,1415
Butch Walker,12573,1414
Torture Killer,6797,1413
Weakness,18207,1413
Baby Bash,8084,1413
Lake of Tears,8420,1412
Grammatik,10043,1412
Vitamin Z,92,1411
After The Sirens,13430,1409
Ten Years After,6165,1409
Everything Everything,3731,1409
The Four. Slam!,6842,1408
The Pioneers,9590,1407
3rd Bass,6324,1407
譚盾,8670,1407
Alexander,337,1407
Archie Powell & The Exports,17562,1407
Nathan Fake,10518,1407
Darkthrone,4272,1406
Jesus on Extasy,9636,1406
One Last Hero,6017,1406
Link 80,15837,1406
土屋アンナ,9566,1405
Idiot Pilot,2578,1405
The Germs,10742,1405
Mad Sin,10402,1405
Chroma Key,11511,1404
Kleerup,8586,1404
Etienne Daho,9745,1404
Natalia Oreiro,9654,1404
Tesla,9334,1404
Wings,3938,1403
The Naked and Famous,8674,1401
Chiara Iezzi,13352,1400
The Feeling,3273,1399
Jane's Addiction,855,1399
Siobhan Donaghy,888,1398
Company B,18284,1397
OceanLab,1020,1397
In Strict Confidence,4876,1397
SoKo,14645,1396
Roots Manuva,10395,1395
Javier Navarrete,8962,1395
$lick,16111,1395
The Bronx,11034,1394
Project Pitchfork,4871,1394
Orishas,719,1394
İlhan İrem,2305,1393
Head Automatica,6225,1393
Barcelona,7888,1393
My Little Airport,5413,1392
The Korea,8297,1392
Blackalicious,1619,1392
jhene,8085,1392
Rhea,8086,1391
Piero Umiliani,10333,1391
Rednex,1460,1390
As Tall as Lions,11623,1389
Chase Coy,6612,1389
Mary Mary,15214,1389
British Sea Power,7074,1388
Heitor Villa-Lobos,10209,1388
Monolake,11128,1387
France Gall,9032,1387
Jason Hayes,6401,1386
Safire,18285,1386
Reel Big Fish,4216,1386
Balayeurs du désert,1115,1385
Dakota Star,4429,1385
Dayglo Abortions,3437,1384
分島花音,10931,1384
Gaiola Das Popozudas,7706,1384
Elize,16807,1383
English Chamber Orchestra/Jean-Yves Thibaudet,7244,1383
Man Man,218,1383
Walter Meego,13007,1383
Baba Zula,2323,1382
Karma Fox pre,5128,1381
Astrix,4600,1381
Sync24,11529,1381
London After Midnight,16,1381
℃-ute,3552,1381
Mest,4832,1380
Tiromancino,11491,1379
Funbox,17239,1379
Los Pericos,12051,1379
Cryptopsy,2778,1379
Винтаж,1571,1379
Gomez,7143,1378
Gal Costa,11764,1378
ночные грузчики,5716,1378
Mayhem,1254,1378
Default,3758,1378
Holly Valance,1591,1378
Drew Sidora,8087,1377
윤하,2099,1377
Dead Poetic,13431,1377
Gregor Samsa,6761,1377
Jay-Z and Linkin Park,1860,1376
Efterklang,7382,1376
Ortega Cartel,11752,1375
Blade Loki,13016,1375
The Courteeners,1514,1375
Alexis Jordan,5534,1375
Asobi Seksu,6414,1375
Anneliese van der Pol,18564,1374
Habib,15698,1374
Vampire Rodents,16898,1374
The Undertones,4250,1373
Sanctity,14891,1372
Berryz工房,3554,1371
LOVE PSYCHEDELICO,12190,1370
Do Make Say Think,1737,1370
Natural Dread Killaz,5488,1370
Grinspoon,6402,1369
Мои Любимые Игры,4233,1368
Koop,3861,1368
黃立行,10925,1367
Page France,2269,1366
Татьяна Зыкина,6033,1366
Carolina Liar,7183,1365
David Poe,3107,1365
Faithful Darkness,7767,1364
Flora Matos,15473,1364
Jon Bon Jovi,6292,1362
Fionn Regan,6206,1362
Punch,14154,1362
Miss Kittin,8582,1361
Jay Brannan,3569,1361
Steel Magnolia,18660,1360
SHeDaisy,3606,1359
Djavan,6472,1359
Duke Ellington,3003,1358
The Highwaymen,6403,1358
Dierks Bentley,2456,1358
Marco Antonio Solís,2065,1357
Happoradio,3906,1357
Gotan Project,11765,1355
Haemorrhage,9207,1355
Bleed From Within,2386,1354
Zac Efron and Cast,7392,1354
Samy Deluxe,9686,1353
伊藤由奈,3485,1353
His Statue Falls,5129,1352
Ambassador21,16899,1352
Cartel De Santa,15102,1352
Stephen Jerzak,1679,1351
Ellen Allien & Apparat,2675,1351
Allstar Weekend,10316,1349
The Like,10657,1349
Artymove,16361,1349
Benton Falls,12197,1348
Mary Elizabeth McGlynn,3560,1348
Lightning Bolt,9457,1347
Billy Corgan,7871,1347
Electric Valentine,5759,1346
Jamie Lidell,7685,1346
Wisp,2161,1346
10 Years,7775,1345
Pedro the Lion,2276,1345
MUM,4049,1344
Just Surrender,9799,1344
My Favorite Highway,6608,1344
Ultraviolet Sound,10963,1343
Khoma,8661,1342
Kayah,10988,1342
Alien Vampires,6873,1341
Someone Still Loves You Boris Yeltsin,1966,1341
Jeanette,6856,1341
Os Pedrero,4157,1341
Frenzal Rhomb,13967,1341
Chris Daughtry,3873,1340
“V–е,18093,1340
Dion & The Belmonts,10653,1340
Paper Tongues,12275,1340
Outono em Marte,1646,1340
minusbaby,2705,1339
Zero Cult,9354,1338
ｍａｃｈｉｎｅ,17659,1338
Edgar Froese,11630,1337
Olu,16077,1337
Outlandish,9845,1336
John Fogerty,8313,1335
Bow Wow Wow,7880,1334
Initial D,9744,1334
Cassidy,6889,1333
Corona,3954,1333
Josh Gracin,18661,1332
Resgate,9185,1330
Shade Empire,6798,1329
resident hero,12274,1328
FILMharmonic Orchestra Prague,9688,1328
Lesley Gore,9299,1327
Sertab Erener,2317,1327
Whitney Duncan,3178,1327
Count Bass D,14224,1327
Brazilian Girls,4731,1326
Cibelle,12023,1326
3 na Massa,10427,1324
Zahara,14542,1324
Since October,12788,1324
Thompson,15454,1324
Hayley Westenra,8848,1323
The Parlor Mob,12909,1322
Die Apokalyptischen Reiter,2032,1322
The Ready Set,1680,1322
石井妥師,9929,1321
Red Sparowes,2828,1321
Фактор Страха,4501,1320
Aiden,5065,1320
Alborosie,2244,1320
Young The Giant,16607,1320
.crrust,6845,1319
Stereo Total,12130,1319
Victoria Silvstedt,6704,1318
Actress,1961,1318
鷺巣詩郎,9013,1318
Extreme,2565,1318
Steve Vai,6957,1318
Gram,9230,1317
Stray Cats,7239,1317
Priestess,5783,1316
Nazan Öncel,2302,1315
Martin Denny,10363,1315
Bonaparte,2715,1315
Augustus Pablo,3131,1315
Enrique Guzmán,17081,1315
The String Quartet,1133,1314
岩代太郎,12930,1313
Offer Nissim,7727,1312
Nightmare of You,6228,1312
Yuri,2396,1312
Sin Bandera,3060,1311
Vega 4,2077,1309
Fats Domino,8812,1309
Emperor,47,1309
K'naan,1972,1308
Eve 6,14318,1307
Velhas Virgens,5451,1307
Catch 22,8275,1307
Albert Collins,2896,1307
TNT,15424,1306
Library Tapes,138,1305
Thom Hell,7641,1304
Tahiti 80,7667,1304
Fisz Emade jako Tworzywo Sztuczne,15999,1304
Cosmic Gate,1305,1302
Haris Alexiou,2303,1302
Savannah Outen,10641,1302
Razed in Black,14286,1302
The Asteroids Galaxy Tour,1127,1301
Schoolyard Heroes,3567,1300
Gallhammer,8516,1300
Enslaved,6576,1299
Kick Bong,5700,1299
Crazy Lixx,3083,1299
Monster Bobby,16207,1299
光田康典,4110,1298
Heloísa Rosa,18265,1297
Juana Molina,13387,1297
Imagica,3550,1296
Razor,10768,1296
Epic45,10194,1296
Kiln,10202,1295
Peter Broderick,1717,1294
Epik High,10548,1292
Decapitated,2763,1292
Motorocker,5450,1291
Television,12220,1291
Laurent Garnier,16666,1291
Bizzy Bone,15923,1291
Invader Zim,14155,1290
Miranda!,6527,1289
Petra,8013,1289
OLIVIA inspi' REIRA (TRAPNEST),11822,1289
Baby Rasta & Gringo,12588,1288
Saul Williams,1210,1288
Firewind,2975,1288
Lord Darth Vader,18698,1288
Waking The Cadaver,1549,1287
Beady Eye,2539,1287
The Qemists,3812,1286
Radio Silence,18027,1286
Army of Lovers,9028,1286
Borknagar,4270,1286
A-Team,6890,1285
White Lilium,14446,1284
The Young Veins,6197,1282
Symarip,9589,1282
Negative Format,1326,1281
FLOPPY,11306,1281
Beans on Toast,9947,1281
Charlene Kaye,12211,1281
Sacred Spirit,729,1280
Absolute Beginner,9687,1280
Godflesh,3523,1279
Monsters of Liedermaching,14805,1279
eatmewhileimhot!,5253,1278
Robyn Hitchcock,7145,1278
Schnuffel,3956,1278
Timoteij,15351,1278
Smokie,4131,1278
Soccx,9231,1277
Ludovic,10590,1277
Anathallo,1723,1276
Prince Buster,9591,1276
Sigh,15302,1275
Fields,2581,1275
Ocean Colour Scene,4999,1275
Stromkern,16900,1275
Robin Gibb,11166,1275
J.J. Cale,11124,1274
МегамасС,8299,1274
The Pineapple Thief,8658,1274
Me First and the Gimme Gimmes,4827,1273
Death Before Dishonor,8947,1273
SNZ,3961,1273
Jonathan Groff,11717,1272
My American Heart,5426,1272
Chris Crocker,10967,1272
Final Fantasy (Soundtracks),14311,1272
Last Days of April,16680,1271
Dr. Dog,13066,1271
Hester Prynne,8300,1269
Les Savy Fav,3689,1269
The Dissociatives,3116,1269
Code 64,1320,1268
The Black Dog,11206,1268
Black Lips,435,1267
Modern English,6883,1267
David Helpling,12736,1267
Fluke,520,1267
Kaliber 44,10050,1266
Racionais MC's,240,1266
Chapterhouse,8680,1266
Rob Thomas,3856,1266
Sebastian Bach,7117,1265
Sharon Jones and the Dap-Kings,6914,1265
Jan Jelinek,11201,1264
French Teen Idol,14560,1264
missis Garrison,4888,1263
Jersey,11238,1263
레인보우,9198,1263
Coiffeur,8410,1262
The Ghost of a Thousand,3031,1262
Faust,5295,1262
Mongrel,10654,1262
Canibus,2909,1261
The Blood Brothers,1171,1261
PUFFY,6063,1260
Mundo Livre S/A,452,1260
Five for Fighting,3459,1259
BUCK-TICK,382,1258
!DISTAIN,10635,1257
Captain Chaos,3365,1257
Habakuk,13017,1257
Basic Element,3914,1257
John 5,12783,1256
Drudkh,4970,1255
IRA,15995,1255
Dagoba,2169,1255
Kula Shaker,9632,1254
Seychelles,15485,1253
Gravity Kills,8014,1253
Derek McCorkell,14988,1253
Lunic,12547,1253
عمر دياب,4990,1252
Grafton Primary,4038,1251
Ultramen,18579,1251
Traff!c,513,1250
CKY,7634,1249
Tomate,3387,1248
J. Cole,11401,1248
Earth,9445,1247
Wayne Kerr,14989,1246
Digimon,3571,1246
Legowelt,11520,1245
MC5,10620,1244
Charly García,5241,1243
The Puppini Sisters,3058,1243
Karen O and the Kids,7505,1243
Charice,7864,1243
Blinded Colony,9410,1242
Huepow00,6076,1242
Matt Wertz,3076,1241
梅林茂,8829,1241
Robert Downey Jr.,7429,1240
Helalyn Flowers,3564,1240
Soja,13964,1238
T. Mills,10964,1238
Screeching Weasel,8934,1238
Scientist,3133,1237
Tujiko Noriko,5411,1237
Sevendust,10310,1237
Kat,3636,1237
Best Interest,14588,1236
Anne Clark,9980,1236
Tina Dickow,6351,1235
Бумбокс,1784,1234
The Sorrow,12776,1234
Dondria,8088,1233
Oi Polloi,14108,1233
Dawson Cowals,14990,1232
Schizma,11851,1231
Juniper,1174,1231
The Gutter Twins,9630,1231
Afro Celt Sound System,7142,1231
Xeg,4584,1230
Avatar,819,1230
Timo Maas,4306,1230
태양,2107,1230
Arve Henriksen,18160,1230
Martin Phipps,9367,1229
La Vela Puerca,12050,1228
Nico,5420,1228
Demented Are Go!,3439,1228
One Direction,5752,1228
近藤浩治,3217,1228
Joe Dassin,7130,1227
The Soundlovers,3957,1227
Cheap Mondays,12218,1227
The Alchemist,6900,1227
Good Old War,14204,1227
Nívea Soares,8724,1226
Trzeci Wymiar,10044,1226
Austin Drage,12958,1226
Lea Michele,5268,1225
Suzi Quatro,1805,1225
Lil Jon & The East Side Boyz,16498,1224
Mother Love Bone,9818,1224
Honor Society,688,1224
Amy Studt,974,1224
Breaking Point,3561,1224
Jonatha Brooke,3114,1224
Mikis Theodorakis,2306,1223
Black Tape for a Blue Girl,5658,1223
Bratz,1682,1221
The Offenders,9592,1221
abingdon boys school,1865,1220
Mayer Hawthorne,11753,1220
Hercules and Love Affair,6915,1220
The Matrix,14600,1219
Diablo,10091,1219
Fredrik Thordendal's Special Defects,6575,1219
Preschool Tea Party Massacre,5066,1218
Dioxyde,6870,1218
민호,11689,1218
Lucas Souza,12957,1217
Howie Day,7321,1217
Rev Theory,5937,1217
Flotsam and Jetsam,1341,1216
China Crisis,995,1216
Bad Company,9347,1215
Blind Pigs,4845,1214
The Scene Aesthetic,3033,1213
Chibi,3553,1213
Ventania,9229,1212
reigndear,16778,1211
Thao with The Get Down Stay Down,12183,1211
Frank the Baptist,13347,1211
Chino XL,2903,1211
5F-X,11086,1211
Tiamat,883,1211
Vanilla Sky,6127,1210
Big Mama Thornton,574,1209
Macy Gray,3878,1208
ITAKDALEE,4231,1207
Brigitte Bardot,7348,1206
John Entwistle,13607,1206
坂本龍一,6075,1206
Criss Angel,1677,1206
La Quiete,1228,1205
Quarashi,15915,1203
Still Remains,8471,1201
Stephanie,4431,1201
Los Jaivas,1125,1201
RENTRER EN SOI,401,1200
Black Lab,1864,1200
Mandi Perkins,18548,1200
Amanda Seyfried,12959,1200
Hardneja Sertacore,4841,1199
Corpus Delicti,3454,1198
Skeletal Family,870,1198
Planet Funk,165,1198
Astrud Gilberto,3156,1197
The Field,12000,1197
Dean Martin,1225,1197
Тени Свободы,17240,1196
Candan Erçetin,2320,1196
Bitter:Sweet,13393,1195
Love and Rockets,3451,1194
Two Lone Swordsmen,11208,1194
Asian Dub Foundation,761,1194
Goemon Production Team,6108,1194
Slim Thug,8160,1193
Sidewalk Prophets,18662,1191
Brooke White,3321,1190
Degradead,14892,1190
Jeff Martin,16445,1190
Exxasens,5793,1190
Nasri,8089,1189
David Arkenstone,9399,1189
In Mourning,4612,1188
Blindside,10737,1188
Bitcrush,10521,1188
Freddie Mercury,4031,1188
The Heart Throbs,14979,1186
Jimmy Needham,18663,1186
Rediscover,6597,1186
Pfeifer Broz. Music,9368,1186
The Casualties,6997,1185
Saori@destiny,2115,1185
Julien-K,15569,1185
Rashamba,6843,1185
Cutting Crew,4975,1185
Morningwood,10681,1184
Crime in Stereo,13264,1183
Revolting Cocks,876,1182
Jenny Berggren,3958,1182
Angela Aki,9569,1182
Javier Barría,8833,1182
Fates Warning,3779,1181
Heartscore,13999,1181
Big Japan,7657,1181
Ibrahim Ferrer,6500,1181
Benn Jordan,13651,1181
Mo' Horizons,3854,1180
Gregory and the Hawk,11416,1180
Toxic Holocaust,1526,1179
Kanye West & Jay-Z,5680,1178
Tesla Boy,4245,1178
The Mighty Mighty Bosstones,3791,1178
Periphery,3727,1177
Look Mexico,12198,1177
The Dalton Academy Warblers,15805,1177
Doom,14225,1177
Synesthesia,10716,1177
Moonsorrow,4605,1177
Chester Bennington,15566,1176
DJ Vadim,3169,1176
Beborn Beton,8149,1176
Maeckes,10875,1176
The Rascals,2128,1175
Davut Güloğlu,9748,1175
Dylan Mondegreen,16681,1175
James Blake,3687,1174
MOSAIC.WAV×鶴田加茂,17756,1174
Honor,13018,1174
The Legion of Doom,9767,1174
Kid Sister,5953,1173
Two Tongues,14205,1173
A Black Rose Burial,6018,1172
A Thorn for Every Heart,12794,1172
Ab Ovo,7012,1171
妖精帝國,2112,1170
Chumbawamba,13879,1170
Le Orme,7057,1168
X-Fusion,5115,1168
郭采洁,12589,1167
Integrity Music,14991,1167
Jesse Cook,6501,1167
Amy Diamond,7395,1167
Fear Before the March of Flames,15055,1167
Auburn,8093,1167
天空のエスカフローネ,13031,1167
Automatic Flowers,15831,1166
Spider Loc,11381,1165
Band of Skulls,12918,1165
ダリ,17660,1165
Akron/Family,14096,1165
Aes Dana,7021,1164
Yonderboi,6949,1164
Starflyer 59,3773,1163
Bag Raiders,13009,1163
The Real Efforts Of Real People,18266,1163
Dick Dale,1227,1162
Blood Ruby,11892,1162
Illusion of Light,16608,1162
Jarvis Cocker,11234,1162
Benjamin Biolay,2124,1161
Tenth Avenue North,18664,1161
Tiga,4725,1160
Evading Downfall,822,1159
Pete Parkkonen,8797,1159
Quentin Mosimann,9653,1159
Nic Endo,16157,1158
Casiotone for the Painfully Alone,12495,1158
Queensberry,338,1157
Mirror,6524,1156
Themselves,9117,1156
Destroy Rebuild Until God Shows,4995,1156
The House of Love,8831,1155
The Gourishankar,13128,1155
Dustin Kensrue,14206,1155
Gusttavo Lima,7088,1155
Sibel Can,13281,1155
The Blow,5652,1155
Bizzy Montana,10876,1155
Premiata Forneria Marconi,7802,1154
Cajun Dance Party,8840,1153
Slapbak,13912,1152
Badfinger,8549,1151
Hladno Pivo,13378,1151
This Et Al,14347,1150
Elegant Machinery,9869,1149
Killi,4840,1148
jj,8701,1148
Rhymester,16158,1148
STS9,18227,1148
黄义达,11908,1147
Run-D.M.C.,9821,1146
Supersilent,3529,1146
David Nail,18665,1146
Rakim,12902,1145
Marco Borsato,8495,1145
Вера Брежнева,1573,1145
Barren Earth,7903,1145
Memphis May Fire,8473,1145
Level 42,1008,1144
Blaze Bayley,5158,1144
Dominia,8320,1143
Cidadão Quem,7322,1143
Jenifer,8287,1143
陳奕迅,6502,1143
Big Stuf,14992,1143
Armored Saint,1345,1143
Damon Albarn,1095,1142
The Shadows,1802,1142
Nullset,13058,1141
Say Hi to Your Mom,11812,1141
MSTRKRFT,1408,1141
Louis Prima,590,1141
Kaskade,3868,1141
ASAP,3959,1140
Shining,7055,1140
Kabah,11219,1139
Lhasa de Sela,9048,1139
Rita Lee & Tutti Frutti,5470,1139
The Afters,16709,1139
Chaos of the heart,6844,1138
Boy George,6778,1138
Temple of the Dog,9346,1138
Gianna Nannini,5617,1137
Los Fastidios,2034,1137
The Temptations,12752,1137
DELUHI,6995,1136
Pezet,8883,1136
Stephen Sondheim,2634,1136
Psychostick,2155,1136
Piebald,17846,1135
SPK,2042,1135
Renaldo and The Loaf,2476,1134
Linde,2707,1134
Das Racist,10612,1134
Israel Kamakawiwo'ole,9689,1133
Your Yellow Dress,6136,1133
Ray Lynch,18437,1132
X-Rx,10998,1132
Little Feat,8115,1132
Maserati,12762,1132
Holly McNarland,12276,1132
Goya,5724,1131
Tino Coury,15696,1131
The Cover Girls,18286,1131
Chris Isaak,3889,1130
Manuel García,3897,1130
Gloria Estefan,2023,1129
Crazy Town,6193,1129
Fernanda Brum,7252,1129
Asesino,4163,1127
Boy Hits Car,3555,1127
Endraum,5706,1126
Spm,15113,1126
Dream Street,473,1125
Celtic Frost,4273,1125
Lionheart,5597,1124
Bill Hicks,7265,1123
増田俊郎,1908,1123
Teddy Thompson,16385,1122
Delux,5137,1122
Star One,2972,1122
Ноггано,2713,1122
Hell Is for Heroes,5208,1122
Mecano,7837,1121
Ryan Star,5472,1120
Blu,10552,1119
